Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
43.0611,2817,1779167,-2569089,-1298358,266049,-135486,206129,0
43.7500,3001,1995825,-2332061,-1703616,298510,23723,359618,0
44.4444,3166,1898977,-2573902,-1572718,419340,73826,230692,0
45.1667,3005,1909451,-2441267,-1642904,356764,30595,260947,0
45.9000,2941,1850809,-2579626,-1479522,399908,8530,226525,0
46.6278,2863,1697414,-2721842,-1268877,294477,-99084,189496,0
47.3750,3061,1698097,-2834739,-1272342,445125,-10977,170501,0
48.0722,2973,1796743,-2704507,-1359911,391100,-36666,184371,0
48.7250,3096,1944800,-2252732,-1651584,182975,-105480,484921,0
49.3972,3382,363166,-2229192,-149432,-149066,486363,-171674,0
50.0861,2781,1891051,-2778585,-1517240,216485,20679,66134,0
50.8306,2665,2528869,-2007015,-1695549,317112,201157,432238,0
51.5194,3131,1718824,-2336838,-1574075,507473,-113628,499660,0
52.1694,3358,1887329,-2715137,-1669490,540025,249370,197373,0
52.8028,3068,1668177,-2615656,-1516424,711012,148948,187578,0
53.4222,2790,1504142,-2655812,-1228953,681721,47585,150990,0
54.0111,2839,2013365,-2229133,-1705402,86012,-82472,218506,0
54.6000,2847,1624641,-2846488,-1474759,936170,258440,209365,0
55.1806,2906,1790164,-2698265,-1728333,786646,225164,259505,0
55.7639,2955,1926253,-2385302,-1689017,540931,99811,193937,0
56.3333,2864,2007872,-2125194,-1869038,360021,-4300,242368,0
56.8917,3145,2059721,-2260421,-1790599,396955,7929,248908,0
57.4500,3345,1893369,-2505556,-1616960,695687,120013,336108,0
58.0056,3229,1972858,-2499155,-1809881,511427,175957,161404,0
58.5528,2918,1808914,-2745159,-1379381,818216,44109,133634,0
59.1194,2928,2000298,-2394263,-1715984,617092,111250,294791,0
59.7028,2940,1806114,-2601483,-1321211,391673,-151590,181506,0
60.3139,2917,2014193,-2175220,-1566962,-44387,-196067,183057,0
60.8639,3386,3260908,-3610913,646306,-2721799,511981,-2815203,1
61.6167,3200,2068482,-2416679,-1902633,152923,127914,245561,0
63.0639,3339,1589411,-2657484,-1492729,698588,209679,304265,0
