Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
31.9917,3120,2363160,-1269142,-1666370,885337,-18150,-39944,0
32.4528,3120,2340477,-1109983,-1738509,833643,30975,-25047,0
32.8972,3093,2102454,-1614448,-1333928,1157009,-236420,-175331,0
33.8000,3156,2386536,-1223437,-1743355,742443,17239,-54707,0
34.6694,3174,2260212,-1477361,-1579721,1087536,-156317,-186444,0
35.5528,3004,2115299,-1021562,-1704566,850420,35000,-59673,0
36.0000,3101,2256667,-1184433,-1750732,944941,-32283,-59204,0
36.4806,3136,2461261,-1229113,-1835532,838279,-4586,-29405,0
36.9750,3279,2509200,-1609228,-1698702,941262,-69802,-93219,0
37.4889,3205,2197085,-1826641,-1301347,1044813,-153194,-241704,0
38.0000,3052,2140920,-1666019,-1353943,1004463,-153181,-177520,0
38.5167,3045,2248069,-1219183,-1645462,773794,7416,-32908,0
39.0194,3127,2310541,-1443303,-1703973,844714,-42981,-50486,0
39.5167,3237,2439621,-1456698,-1679796,817623,-63325,-55296,0
40.0083,3041,2161156,-1691855,-1364603,1064890,-179717,-151325,0
40.4861,3063,2165737,-1736886,-1372744,1068717,-264286,-221723,0
40.9444,3191,2435244,-1180764,-1805492,784761,45039,21315,0
41.4000,3174,2304297,-1437200,-1600782,1037109,-125183,-145118,0
41.8500,3052,2123563,-1587426,-1331786,1158891,-296454,-148738,0
42.2917,3073,2052593,-1858317,-1066654,1194528,-350288,-243963,0
43.2028,3314,2644368,-1464306,-1866135,897633,-64242,-139955,0
44.1028,3195,2404386,-1508629,-1681766,1078205,-174016,-205161,0
44.5556,2960,2207395,-1043509,-1698872,824925,-220948,148835,0
45.0528,3156,2470153,-1141318,-1817020,778245,1562,55353,0
45.5528,3155,2562841,-1446813,-1647824,827648,10214,-153195,0
46.0111,3114,2323941,-1380596,-1638426,1040870,27416,-106994,0
46.4556,3366,2195350,-1917440,-761779,878739,-303038,-154005,0
47.3611,3301,2460368,-993264,-1796714,979164,-10917,-585,0
48.2639,3376,2375068,-1539497,-1201203,739440,-266203,-188631,0
49.1639,3378,2649701,-1709553,-400427,966865,-347600,180416,1
50.0722,2338,1856957,-1535634,-1444465,1217375,-166136,-166003,0
50.9917,3006,2057880,-1629605,-1351197,1101242,-130936,-85064,0
51.8944,2976,2294304,-1681197,-1584616,442098,-32917,-617446,0
52.7861,2645,2274346,-1383849,-1300420,1101746,-94746,-88830,0
53.6722,2756,2184981,-960624,-1783358,739396,72720,28098,0
54.5750,3031,2242200,-1167580,-1724134,843945,78313,-64428,0
55.0167,3170,2348074,-1646301,-1487026,1068101,-204516,-178695,0
55.4611,3284,2394280,-1345073,-1610982,1066523,-144316,-112228,0
55.9306,3182,2273314,-1725150,-1345634,1023947,-181519,-277551,0
56.4611,3046,2150143,-1546952,-1476144,953753,-90169,-55157,0
57.0083,3339,1510241,-1728863,-1656296,1060920,-671285,-95262,0
57.5750,3362,2313508,-2028527,-571359,717787,-209620,-220114,1
58.1361,3024,2690208,-2134414,-818473,381785,173284,-688766,1
